Category,Generator,pid,lat,lon,Capacity_MW,ISO,State,EIA Plant ID,EIA Gen ID,coord_source,cluster_id,cluster_centroid_lat,cluster_centroid_lon,cluster_capacity_mw,Azimuth Angle,Tilt Angle,DC Net Capacity (MW),array_type,module_type,dc_ac_ratio
PV_SUN,Lightstar Renewables - Project 1001 (P4450),s310,41.7754,-73.8758,3.9,NYISO,NY,66731,P4450,original,677,41.76664,-73.89767,14.4,184,25,4.7,0,0,1.205128205
PV_SUN,Lightstar Renewables - Project 1002 (P4451),s311,41.807744,-73.90351,2.1,NYISO,NY,66732,P4451,original,677,41.76664,-73.89767,14.4,180,25,2.4,0,0,1.142857143
PV_SUN,Lightstar Renewables - Project 1004 (P4453),s312,42.09927,-73.95526,3.5,NYISO,NY,66835,P4453,original,1371,42.09927,-73.95526,3.5,360,0,4.2,2,0,1.2
PV_SUN,Lincoln Ave Solar Project (LINC),s313,40.7814,-73.0834,2,NYISO,NY,61899,LINC,original,1173,40.78955,-73.0587,3.2,165,20,3,0,0,1.5
PV_SUN,Little Falls Solar (5939),s314,43.059,-74.886,2,NYISO,NY,65776,5939,original,1385,43.05655,-74.8703,4,180,25,3,0,0,1.5
PV_SUN,Little Falls Solar 1 (5779),s315,43.0541,-74.8546,2,NYISO,NY,65777,5779,original,1385,43.05655,-74.8703,4,180,30,3,0,0,1.5
PV_SUN,Lockenhurst Pond Solar (11000),s316,41.33695,-74.55504,2,NYISO,NY,66223,11000,original,6,41.3455746,-74.53455667,27.8,180,60,2.8,2,0,1.4
PV_SUN,Long Island Solar Farm LLC (9WUBN),s317,40.8611,-72.8478,31.5,NYISO,NY,57589,9WUBN,original,470,40.83166667,-72.85996667,34,180,28,37.7,0,0,1.196825397
PV_SUN,LR Wheatfield Solar 1 (15557),s318,43.1216,-78.9141,5,NYISO,NY,65723,15557,original,1530,43.1845,-78.927475,19,180,52,6.3,0,0,1.26
PV_SUN,LSE Musca Solar (ORANG),s319,42.30895,-77.0403,5,NYISO,NY,66442,ORANG,original,1412,42.30895,-77.0403,5,180, ,7.5,2,0,1.5
PV_SUN,LSE Pavo Solar (WALTO),s320,42.157714,-75.04511,2.3,NYISO,NY,66473,WALTO,original,1413,42.157714,-75.04511,2.3,180, ,3.4,2,0,1.47826087
PV_SUN,Macedon (101),s321,43.0586,-77.346,2,NYISO,NY,63407,101,original,979,43.12343333,-77.3665,13.8,0,55,2.9,2,0,1.45
PV_SUN,Madison County (PV1),s322,43.0283,-75.701,1.8,NYISO,NY,61725,PV1,original,1360,43.07862333,-75.74979833,22.4,180,30,2.4,0,0,1.333333333
PV_SUN,Magruder Solar (PV1),s323,41.602936,-74.1377,5,NYISO,NY,66495,PV1,original,1043,41.579609,-74.1698,14,,,,,,
PV_SUN,Mahany (782),s324,42.469941,-77.69541,3,NYISO,NY,66750,782,original,414,42.46571367,-77.71250333,12,,,,,,
PV_SUN,Main Rd Community Solar (MAINR),s325,42.9976,-78.5047,5,NYISO,NY,64717,MAINR,original,1317,43.0086,-78.47523333,15,0,0,6.4,2,0,1.28
PV_SUN,Malone Solar Site (MALON),s326,44.8709,-74.3073,1.1,NYISO,NY,62785,MALON,original,963,44.88706667,-74.29293333,7.2,180,20,1.4,0,0,1.272727273
PV_SUN,Mannys Corners Solar 1 LLC (MANNY),s327,42.964,-74.1444,4.9,NYISO,NY,66947,MANNY,original,130,42.95566,-74.1597,12.4,0, ,6.65,2,0,1.357142857
PV_SUN,Marathon Solar Farm II LLC North (P4471),s328,43.0832,-75.7351,2.9,NYISO,NY,66771,P4471,original,1360,43.07862333,-75.74979833,22.4,180,0,3.9,0,0,1.344827586
PV_SUN,Marathon Solar Farm LLC South (P4739),s329,43.0832,-75.7351,4.4,NYISO,NY,66734,P4739,original,1360,43.07862333,-75.74979833,22.4,180,25,6,0,0,1.363636364
PV_SUN,Marlborough Solar (4942),s330,41.66398,-73.97007,2,NYISO,NY,66074,4942,original,1441,41.66398,-73.97007,2,180,25,2.7,2,0,1.35
PV_SUN,Martinsburg CSG LLC (MARTI),s331,42.95,-75.52,2.2,NYISO,NY,68407,MARTI,iso,53,42.94982585,-75.51932041,2741.1,180,0,2.9,2,0,1.318181818
PV_SUN,Mattas Farms (MF01),s332,42.8937,-74.2163,2,NYISO,NY,62303,MF01,original,130,42.95566,-74.1597,12.4,180,25,2.8,0,0,1.4
PV_SUN,"Maybrook Solar, LLC (MAYBK)",s333,41.4631,-74.2478,5,NYISO,NY,65337,MAYBK,original,1458,41.429451,-74.19796,9,180,25,7.5,0,0,1.5
PV_SUN,McCarthy Solar (10992),s334,41.401253,-74.17908,2,NYISO,NY,66187,10992,original,1458,41.429451,-74.19796,9,180,25,3,0,0,1.5
PV_SUN,McCormick NY CSG LLC (MCCOR),s335,42.95,-75.52,5,NYISO,NY,67248,MCCOR,iso,53,42.94982585,-75.51932041,2741.1,,,,,,
PV_SUN,Medusa NY 1 (8175C),s336,42.4663,-74.0995,2,NYISO,NY,63854,8175C,original,648,42.43779267,-74.04252333,18,185,25,2.8,0,0,1.4
PV_SUN,Meltwater (MELTW),s337,42.95,-75.52,5,NYISO,NY,67640,MELTW,iso,53,42.94982585,-75.51932041,2741.1,180,20,6.5,2,0,1.3
PV_SUN,Mereand CSG (199),s338,43.9641,-75.9868,2,NYISO,NY,63058,199,original,1274,43.9794526,-75.951926,16,0,25,3,2,0,1.5
PV_SUN,Middletown NY 1 (8175B),s339,41.4089,-74.5098,2,NYISO,NY,63857,8175B,original,6,41.3455746,-74.53455667,27.8,180,25,2.8,0,0,1.4
PV_SUN,"Middletown Solar 1, LLC Hybrid (CENTR)",s340,41.3902,-74.5199,1.6,NYISO,NY,63415,CENTR,original,6,41.3455746,-74.53455667,27.8,16,26,3.2,0,0,2
PV_SUN,Millbrook School (PV1),s341,41.8458,-73.6195,1.4,NYISO,NY,59789,PV1,original,1498,41.8458,-73.6195,1.4,170,30,1.7,2,0,1.214285714
PV_SUN,Millersport GM 1 (532),s342,42.9921,-78.7908,5,NYISO,NY,65309,532,original,334,43.014037,-78.77686667,11.5,180,5,6.5,0,0,1.3
PV_SUN,Minisink Community Solar 2 LLC (MINI2),s343,41.3194,-74.5153,2,NYISO,NY,62146,MINI2,original,6,41.3455746,-74.53455667,27.8,180,25,2.8,0,0,1.4
PV_SUN,Minisink CSG (MIN),s344,41.3535,-74.5154,1,NYISO,NY,64577,MIN,original,6,41.3455746,-74.53455667,27.8,25, ,1.5,2,0,1.5
PV_SUN,Minisink Solar 1 LLC (MINI1),s345,41.3212,-74.5141,1.8,NYISO,NY,62145,MINI1,original,6,41.3455746,-74.53455667,27.8,180,25,2.8,0,0,1.555555556
PV_SUN,Mohawk View Solar (MOVSO),s346,42.9412,-74.37218,5,NYISO,NY,66206,MOVSO,original,1512,42.93762,-74.37519,10,180,60,7.5,2,0,1.5
PV_SUN,Mohonasen Central School District (PV1),s347,42.7672,-73.9569,1.1,NYISO,NY,63511,PV1,original,0,42.8189006,-73.91168667,50.3,180,25,1.5,0,0,1.363636364
PV_SUN,Monroe County Sites A & B (MONA),s348,43.1741,-77.3922,1.7,NYISO,NY,61509,MONA,original,979,43.12343333,-77.3665,13.8,180,20,2.4,0,0,1.411764706
PV_SUN,Monroe County Sites A & B (MONB),s349,43.1741,-77.3922,1.7,NYISO,NY,61509,MONB,original,979,43.12343333,-77.3665,13.8,180,20,2.4,0,0,1.411764706
PV_SUN,"Monroe County Sites C, D, & E (MONC)",s350,43.3188,-77.7402,2,NYISO,NY,61510,MONC,original,450,43.30845,-77.754084,11.7,180,20,2.8,0,0,1.4
PV_SUN,"Monroe County Sites C, D, & E (MOND)",s351,43.3188,-77.7402,2,NYISO,NY,61510,MOND,original,450,43.30845,-77.754084,11.7,180,20,2.8,0,0,1.4
PV_SUN,"Monroe County Sites C, D, & E (MONE)",s352,43.3188,-77.7402,2,NYISO,NY,61510,MONE,original,450,43.30845,-77.754084,11.7,180,20,2.8,0,0,1.4
PV_SUN,Moore Road Community Solar (MROCS),s353,43.213,-78.903,5,NYISO,NY,64091,MROCS,original,1530,43.1845,-78.927475,19,180,60,7.1,2,0,1.42
PV_SUN,Morris Ridge Solar (MOR01),s354,42.95,-75.52,177,NYISO,NY,68274,MOR01,iso,53,42.94982585,-75.51932041,2741.1,180,0,230.5,2,0,1.302259887
PV_SUN,Mount Hope East (MHE),s355,41.4677,-74.5097,1.9,NYISO,NY,63749,MHE,original,908,41.46373333,-74.52186667,8.8,180,25,2.8,0,0,1.473684211
PV_SUN,Mount Hope West (MHW),s356,41.467,-74.5094,1.9,NYISO,NY,63748,MHW,original,908,41.46373333,-74.52186667,8.8,180,80,2.7,0,0,1.421052632
PV_SUN,Mount Kisco Landfill Solar & Storage CSG (KRS),s357,41.1955,-73.7361,1,NYISO,NY,63774,KRS,original,1045,41.2034,-73.7293,2.6,180,15,1.1,0,2,1.1
PV_SUN,MSAP 13 (TROYL),s358,42.6983,-73.6717,2,NYISO,NY,63675,TROYL,original,407,42.737,-73.619625,13,180,30,2.1,0,0,1.05
PV_SUN,Mt Pleasant Community Center (MPPV),s359,41.1,-73.7716,0.5,NYISO,NY,64442,MPPV,original,1548,41.1,-73.7716,0.5,183,7,0.6,0,0,1.2
PV_SUN,Musgrave East Solar Farm (CMUSW),s360,42.7315,-76.6637,2,NYISO,NY,61003,CMUSW,original,1561,42.7315,-76.6637,4,180,17,2.8,0,0,1.4
PV_SUN,Musgrave West Solar Farm (CMUSW),s361,42.7315,-76.6637,2,NYISO,NY,61015,CMUSW,original,1561,42.7315,-76.6637,4,180,17,2.8,0,0,1.4
PV_SUN,New Beginnings Solar (10890),s362,41.892424,-74.0936,2,NYISO,NY,66224,10890,original,545,41.889062,-74.09815,5,180,25,3,0,0,1.5
PV_SUN,Newfield Community Solar LLC (5216),s363,42.3913,-76.5642,6,NYISO,NY,62582,5216,original,1583,42.403706,-76.570344,13.8,180,20,7.5,2,0,1.25
PV_SUN,Newfield Community Solar LLC (5465),s364,42.39131,-76.56424,2,NYISO,NY,62582,5465,original,1583,42.403706,-76.570344,13.8,180,20,2.5,0,0,1.25
PV_SUN,Newfield Community Solar LLC (5466),s365,42.39131,-76.56424,2,NYISO,NY,62582,5466,original,1583,42.403706,-76.570344,13.8,180,20,2.5,0,0,1.25
PV_SUN,Newfield Community Solar LLC (5467),s366,42.39131,-76.56424,2,NYISO,NY,62582,5467,original,1583,42.403706,-76.570344,13.8,180,20,2.5,0,0,1.25
PV_SUN,Niagara (NY) (NIAGA),s367,42.95,-75.52,4.2,NYISO,NY,67641,NIAGA,iso,53,42.94982585,-75.51932041,2741.1,180,20,5.53,2,0,1.316666667
PV_SUN,Niagara Depot Solar (23204),s368,43.1191,-79.00705,3.5,NYISO,NY,66040,23204,original,1590,43.1191,-79.00705,3.5,180, ,4.2,2,0,1.2
PV_SUN,Niagara Solar Project (NIAGA),s369,42.95,-75.52,5,NYISO,NY,68067,NIAGA,iso,53,42.94982585,-75.51932041,2741.1,180,20,7.5,0,0,1.5
PV_SUN,North County (NRT1),s370,40.7631,-73.3236,1,NYISO,NY,58788,NRT1,original,732,40.75233333,-73.341,12,100,10,1.1,0,0,1.1
PV_SUN,North Eagle Village Solar (NEV),s371,43.05,-75.95,5,NYISO,NY,65626,NEV,original,1059,43.04823333,-75.98063333,12,0,25,7.5,0,0,1.5
PV_SUN,North Woods (SC),s372,42.95,-75.52,5,NYISO,NY,67437,SC,iso,53,42.94982585,-75.51932041,2741.1,,,,,,
PV_SUN,Northline Solar (NORTH),s373,42.8691,-73.6153,4,NYISO,NY,66449,NORTH,original,699,42.8728945,-73.6272575,12,1,25,5.66,2,0,1.415
PV_SUN,Norwich Solar and Energy Storage CSG (NRWCH),s374,42.5529,-75.5296,5,NYISO,NY,64374,NRWCH,original,1612,42.5529,-75.5296,5,180,25,7.5,0,0,1.5
PV_SUN,NSF Aurelius Site 1 LLC (PV1),s375,42.95,-75.52,5,NYISO,NY,67592,PV1,iso,53,42.94982585,-75.51932041,2741.1,0, ,6.74,2,0,1.348
PV_SUN,"NSF Aurelius Site 2, LLC (PV1)",s376,42.95,-75.52,5,NYISO,NY,67593,PV1,iso,53,42.94982585,-75.51932041,2741.1,0, ,6.74,2,0,1.348
PV_SUN,NSF Aurelius Site 3 LLC (PV1),s377,42.95,-75.52,5,NYISO,NY,67594,PV1,iso,53,42.94982585,-75.51932041,2741.1,0, ,6.74,2,0,1.348
PV_SUN,NSF Aurelius Site 4 LLC (PV1),s378,42.95,-75.52,4.9,NYISO,NY,67595,PV1,iso,53,42.94982585,-75.51932041,2741.1,0, ,6.57,2,0,1.340816327
PV_SUN,NSF Torrey Site 1 (TRY01),s379,42.95,-75.52,4.6,NYISO,NY,67606,TRY01,iso,53,42.94982585,-75.51932041,2741.1,180,20,7,0,0,1.52173913
PV_SUN,NSF Torrey Site 2 (TRY02),s380,42.95,-75.52,5,NYISO,NY,67605,TRY02,iso,53,42.94982585,-75.51932041,2741.1,180,20,7.6,0,0,1.52
PV_SUN,NSF Torrey Site 3 (TRY03),s381,42.95,-75.52,5,NYISO,NY,67604,TRY03,iso,53,42.94982585,-75.51932041,2741.1,180,20,7.5,0,0,1.5
PV_SUN,NY - CSG - Ellsworth II (23),s382,42.8997,-73.7075,2,NYISO,NY,63800,23,original,837,42.9084,-73.7096,24,0,25,3.1,2,0,1.55
PV_SUN,NY - Mines Press (MPRES),s383,41.278,-73.8661,1,NYISO,NY,65815,MPRES,original,683,41.27486667,-73.89353333,5.8,197,5,1.2,0,0,1.2
PV_SUN,NY - PANYNJ - LaGuardia - Rooftop (18002),s384,40.7771,-73.8735,1,NYISO,NY,65450,18002,original,1623,40.7771,-73.8735,1,256,10.4,1.3,0,0,1.3
PV_SUN,NY 26 Carthage (X0140),s385,43.9555,-75.6181,5,NYISO,NY,63224,X0140,original,506,43.98109967,-75.64743333,13.3,25,0,7.2,2,0,1.44
PV_SUN,NY ALTONA MAYOTT - Environomics P1 (20641),s386,42.95,-75.52,5,NYISO,NY,67599,20641,iso,53,42.94982585,-75.51932041,2741.1,180, ,7.3,2,0,1.46
PV_SUN,NY ALTONA MAYOTT - Environomics P2 (20641),s387,42.95,-75.52,5,NYISO,NY,67600,20641,iso,53,42.94982585,-75.51932041,2741.1,180, ,7.3,2,0,1.46
PV_SUN,NY Attica 264 Maplewood Rd (20496),s388,42.95,-75.52,3.6,NYISO,NY,67136,20496,iso,53,42.94982585,-75.51932041,2741.1,,,,,,
PV_SUN,NY Avon I CSG (AVON1),s389,42.9002,-77.7295,5,NYISO,NY,67045,AVON1,original,1625,42.928721,-77.72585667,12,180, ,5.01,2,0,1.002
PV_SUN,NY Beaver Dams Dix 1239 Duvall Rd Solar (20149),s390,42.95,-75.52,5,NYISO,NY,66523,20149,iso,53,42.94982585,-75.51932041,2741.1,,,,,,
PV_SUN,NY Breesport 625 Breesport Rd (18205),s391,42.95,-75.52,3.5,NYISO,NY,68003,18205,iso,53,42.94982585,-75.51932041,2741.1,,,,,,
PV_SUN,NY ELBA 7195 OAK ORCHARD RD - Genesee 1 (21599),s392,42.95,-75.52,5,NYISO,NY,67609,21599,iso,53,42.94982585,-75.51932041,2741.1,,,,,,
PV_SUN,NY Evans 7690 SW Blvd - SL Evans Array 1 (21106),s393,42.95,-75.52,4.3,NYISO,NY,67589,21106,iso,53,42.94982585,-75.51932041,2741.1,,,,,,
PV_SUN,NY Evans 7690 SW Blvd - SL Evans Array 2 (21107),s394,42.95,-75.52,4,NYISO,NY,67590,21107,iso,53,42.94982585,-75.51932041,2741.1,,,,,,
PV_SUN,NY Finchville Tpke CSG (FCHVL),s395,42.95,-75.52,1.8,NYISO,NY,67480,FCHVL,iso,53,42.94982585,-75.51932041,2741.1,180, ,1.81,2,0,1.005555556
PV_SUN,NY FONDA 182 BOSHART RD - Montgomery 1 (21601),s396,42.95,-75.52,5,NYISO,NY,67679,21601,iso,53,42.94982585,-75.51932041,2741.1,,,,,,
PV_SUN,Ny Frankfort Bleecker St - Frankfort -NG (21015),s397,42.95,-75.52,4,NYISO,NY,67585,21015,iso,53,42.94982585,-75.51932041,2741.1,180,30,4.8,0,0,1.2
PV_SUN,NY Fredonia 9824 Route 60 Solar (21105),s398,42.431064,-79.30247,5,NYISO,NY,66525,21105,original,967,42.442032,-79.321635,6.1,,,,,,
PV_SUN,NY Geneseo 3240 W Lake Rd Solar (19372),s399,42.847208,-77.71827,5,NYISO,NY,66526,19372,original,1009,42.834104,-77.719135,10,180, ,6.5,2,0,1.3
PV_SUN,NY Grand Island 871 Whitehaven Rd Solar (21011),s400,42.95,-75.52,5,NYISO,NY,66527,21011,iso,53,42.94982585,-75.51932041,2741.1,180, ,5.7,2,0,1.14
PV_SUN,NY Hermon 1040 County Rd 21 (20144),s401,44.432,-75.21,2.2,NYISO,NY,67031,20144,original,178,44.47076667,-75.23306667,10.2,180, ,2.4,2,0,1.090909091
PV_SUN,NY Lancaster Gunnville Rd Site 1 Solar (18237),s402,42.952629,-78.61796,5,NYISO,NY,66528,18237,original,550,42.93847633,-78.57665333,12,180,30,6.1,0,0,1.22
PV_SUN,NY Lancaster Shisler Rd Site 2 Solar (21013),s403,44.678878,-74.96407,5.2,NYISO,NY,66529,21013,original,598,44.676552,-74.95918,11.6,180,30,6.6,0,0,1.269230769
PV_SUN,NY Lower Road II CSG (LWRD2),s404,42.95,-75.52,2,NYISO,NY,67481,LWRD2,iso,53,42.94982585,-75.51932041,2741.1,180,45,2.8,2,0,1.4
PV_SUN,NY Lower Road III CSG (LWRD3),s405,42.95,-75.52,2,NYISO,NY,67482,LWRD3,iso,53,42.94982585,-75.51932041,2741.1,180,45,2.8,2,0,1.4
PV_SUN,NY Newark St Rt 31 - Environomics S1 (20880),s406,42.95,-75.52,5,NYISO,NY,67571,20880,iso,53,42.94982585,-75.51932041,2741.1,180, ,7.4,2,0,1.48
PV_SUN,NY Newark ST RT 31 - Environomics S2 (20654),s407,42.95,-75.52,4,NYISO,NY,67586,20654,iso,53,42.94982585,-75.51932041,2741.1,180, ,5.9,2,0,1.475
PV_SUN,NY PAVILION 6464 SHEPARD RD - Genesee 4 (21602),s408,42.95,-75.52,4.3,NYISO,NY,67610,21602,iso,53,42.94982585,-75.51932041,2741.1,,,,,,
PV_SUN,NY Potsdam 28 Hamilton St. Solar (21013),s409,44.678878,-74.96407,4.4,NYISO,NY,66530,21013,original,598,44.676552,-74.95918,11.6,180, ,6.4,2,0,1.454545455
PV_SUN,NY Ridgeway I CSG (NYRWY),s410,42.95,-75.52,3,NYISO,NY,67227,NYRWY,iso,53,42.94982585,-75.51932041,2741.1,180,20,3.8,0,0,1.266666667
PV_SUN,NY Selkirk S Albany RD - Hemlock Hills S (18211),s411,42.95,-75.52,5,NYISO,NY,68037,18211,iso,53,42.94982585,-75.51932041,2741.1,,,,,,
PV_SUN,NY SHERMAN 176 W MAIN ST - SL 1 (21104),s412,42.156051,-79.60161,4.7,NYISO,NY,67034,21104,original,1628,42.156051,-79.60161,9.7,180,30,6.4,0,0,1.361702128
PV_SUN,NY SHERMAN 191 W MAIN ST - SL 2 (21109),s413,42.156051,-79.60161,5,NYISO,NY,67035,21109,original,1628,42.156051,-79.60161,9.7,,,,,,
PV_SUN,NY Sorrell Hill II CSG (NGSH2),s414,43.14672,-76.35467,5,NYISO,NY,66856,NGSH2,original,143,43.16317333,-76.38632333,12,180, ,7.51,2,0,1.502
PV_SUN,NY Van Buren II CSG (NGVB2),s415,43.1,-76.294,3,NYISO,NY,66752,NGVB2,original,1629,43.1,-76.294,3,180,20,4.7,0,,1.566666667
PV_SUN,NY- CSG- Johnstown 2 (JOHN2),s416,43.0423,-74.3788,2,NYISO,NY,63780,JOHN2,original,24,43.02264969,-74.31503692,80.7,180,30,2.7,0,0,1.35
PV_SUN,NY- CSG- Livingston 4 (LIV4),s417,42.9199,-77.7642,2,NYISO,NY,63781,LIV4,original,1625,42.928721,-77.72585667,12,180,30,2.8,0,0,1.4
PV_SUN,NY70 Solar (10970),s418,42.552187,-77.96799,5,NYISO,NY,66225,10970,original,1630,42.552187,-77.96799,5,180,55,6.9,2,0,1.38
PV_SUN,NY8 - Branscomb Solar (GEN1),s419,42.963,-73.5867,20,NYISO,NY,65122,GEN1,original,1631,42.96665,-73.58,40,180,0,27,2,0,1.35
PV_SUN,NY8 - Darby Solar (GEN1),s420,42.9703,-73.5733,20,NYISO,NY,65839,GEN1,original,1631,42.96665,-73.58,40,180,20,27,0,0,1.35
PV_SUN,NY8 - ELP Stillwater Solar (GEN1),s421,42.9262,-73.7115,20,NYISO,NY,65841,GEN1,original,837,42.9084,-73.7096,24,179.5,21.1,27.4,0,0,1.37
PV_SUN,NY8 - Grissom Solar (GEN1),s422,42.973,-74.321,20,NYISO,NY,65121,GEN1,original,24,43.02264969,-74.31503692,80.7,180,0,27,2,0,1.35
PV_SUN,NY8 - Janis Solar (GEN1),s423,42.4539,-75.931,20,NYISO,NY,65123,GEN1,original,1632,42.4539,-75.931,20,180,30,27.2,0,0,1.36
PV_SUN,NY8 - Puckett Solar (GEN1),s424,42.2527,-75.8341,20,NYISO,NY,65125,GEN1,original,1061,42.2523855,-75.83026,25,180,25,27.2,0,0,1.36
PV_SUN,NY8 - Regan Solar (GEN1),s425,42.9547,-74.3131,20,NYISO,NY,65124,GEN1,original,24,43.02264969,-74.31503692,80.7,180,0,27,2,0,1.35
PV_SUN,NY8 - Teichos Pattersonville (GEN1),s426,42.8808,-74.0951,20,NYISO,NY,65840,GEN1,original,1019,42.8577964,-74.069356,32,180, ,27.4,2,0,1.37
PV_SUN,Off Airport Road - West (7141),s427,41.7856,-74.229,4,NYISO,NY,64044,7141,original,44,41.7866,-74.25895,8,180,25,5.6,0,0,1.4
PV_SUN,Oneida - South (ONS),s428,43.1664,-75.3869,1.9,NYISO,NY,60455,ONS,original,442,43.16854817,-75.38588417,41.4,180,25,2.6,0,0,1.368421053
PV_SUN,Oneida - West (ONW),s429,43.1696,-75.4049,1.9,NYISO,NY,60456,ONW,original,442,43.16854817,-75.38588417,41.4,180,25,2.6,0,0,1.368421053
PV_SUN,Oneida 2 CDG (21108),s430,42.95,-75.52,3.3,NYISO,NY,68259,21108,iso,53,42.94982585,-75.51932041,2741.1,,,,,,
PV_SUN,Oneida County- DPW (PV1),s431,43.1508,-75.3713,1.5,NYISO,NY,60114,PV1,original,442,43.16854817,-75.38588417,41.4,180,25,2,0,0,1.333333333
PV_SUN,Oneida East (ONEID),s432,42.95,-75.52,4.8,NYISO,NY,67584,ONEID,iso,53,42.94982585,-75.51932041,2741.1,,,,,,
PV_SUN,Onondaga County - Metro Water Board (PV1),s433,43.1838,-76.2241,1,NYISO,NY,60097,PV1,original,601,43.179526,-76.23990333,9.5,180,10,1.4,0,0,1.4
PV_SUN,Onondaga County - Oak Orchard WWTP (PV1),s434,43.1727,-76.1301,2,NYISO,NY,60098,PV1,original,585,43.1586794,-76.093602,20.7,180,20,2.5,2,0,1.25
PV_SUN,Onondaga County- Clearwater (PV1),s435,43.4293,-76.5157,2,NYISO,NY,60462,PV1,original,1982,43.453314,-76.48411333,11.8,180,25,2.5,0,0,1.25
PV_SUN,Onondaga County- Jamesville (PV1),s436,42.9866,-76.0642,2,NYISO,NY,60232,PV1,original,1659,42.9866,-76.0642,2,180,20,2.5,2,0,1.25
PV_SUN,Ontario 2 CDG (21108),s437,42.95,-75.52,5,NYISO,NY,68004,21108,iso,53,42.94982585,-75.51932041,2741.1,,,,,,
PV_SUN,Ontario Sun (ONSUN),s438,43.644,-76.156,2.4,NYISO,NY,65165,ONSUN,original,1660,43.644,-76.156,2.4,180,25,3.1,0,0,1.291666667
PV_SUN,Onyx - Lamphear Road CSG (10016),s439,43.1841,-75.4767,2,NYISO,NY,60967,10016,original,442,43.16854817,-75.38588417,41.4,180,20,2.8,0,0,1.4
PV_SUN,Onyx - Saratoga Springs Landfill Solar CSG (10254),s440,43.0969,-73.7449,2,NYISO,NY,61724,10254,original,1663,43.0969,-73.7449,2,192.8,20,2.6,0,0,1.3
PV_SUN,Orange County Solar Farm (NY) (PV1),s441,41.4049,-74.3595,1.5,NYISO,NY,60229,PV1,original,93,41.404046,-74.366058,13.9,180,20,2.1,0,0,1.4
PV_SUN,Orioles (ORIOL),s442,42.426,-73.817,5.6,NYISO,NY,65163,ORIOL,original,664,42.3698,-73.83816667,15.6,180,30,6.4,0,0,1.142857143
PV_SUN,Oswego (NECA),s443,43.472383,-76.34096,5,NYISO,NY,66387,NECA,original,1669,43.472383,-76.34096,5,180,20,6.7,0,0,1.34
PV_SUN,Oswego County - Fulton Solar (PV1),s444,43.3424,-76.3433,2,NYISO,NY,60818,PV1,original,181,43.3454,-76.380255,10.7,180,30,2.5,0,0,1.25
PV_SUN,Owens Corning at Bethlehem (PV1),s445,42.5869,-73.865,2,NYISO,NY,58550,PV1,original,310,42.594,-73.8762,3.7,180,25,2.3,0,0,1.15
PV_SUN,"Owlville Creek Solar 2, LLC (6609)",s446,43.0789,-75.7722,5,NYISO,NY,63340,6609,original,1360,43.07862333,-75.74979833,22.4,180, ,6.5,2,0,1.3
PV_SUN,"Owlville Creek Solar, LLC (6608)",s447,43.0875,-75.7796,5,NYISO,NY,63341,6608,original,1360,43.07862333,-75.74979833,22.4,180, ,6.7,2,0,1.34
PV_SUN,OYA Church Road (NY005),s448,43.1913,-76.3895,5,NYISO,NY,65459,NY005,original,143,43.16317333,-76.38632333,12,180,60,6.7,2,0,1.34
PV_SUN,OYA Main Street (NY006),s449,42.875,-77.877,5,NYISO,NY,65436,NY006,original,1677,42.875,-77.877,5,180,52,6.6,2,0,1.32
PV_SUN,OYA NYS Rte 12 LLC (NYR12),s450,44.2548,-76.0118,5,NYISO,NY,64090,NYR12,original,345,44.25648,-76.00766,25,180,60,7.6,2,0,1.52
PV_SUN,OYA Pulaski (NY004),s451,43.583,-76.18,3.5,NYISO,NY,65435,NY004,original,1678,43.583,-76.18,3.5,180, ,4.8,2,0,1.371428571
PV_SUN,OYA Robinson Road (NY002),s452,44.2632,-75.9911,5,NYISO,NY,65378,NY002,original,345,44.25648,-76.00766,25,180, ,6.7,2,0,1.34
PV_SUN,OYA State Route 122 (NY001),s453,44.922,-74.265,4.5,NYISO,NY,65379,NY001,original,963,44.88706667,-74.29293333,7.2,180, ,6.8,2,0,1.511111111
PV_SUN,OYA Wayside Drive (NY003),s454,44.017,-75.922,5,NYISO,NY,65434,NY003,original,1274,43.9794526,-75.951926,16,180, ,6.7,2,0,1.34
PV_SUN,Pasto Solar (PASTO),s455,42.21,-76.5238,16,NYISO,NY,62389,PASTO,original,1695,42.21,-76.5238,16,180,20,24,0,0,1.5
PV_SUN,Pearl CSG (28),s456,42.9813,-78.2904,2,NYISO,NY,63060,28,original,32,43.009954,-78.231715,28,0,25,3,2,0,1.5
PV_SUN,Pearl CSG (29),s457,42.9813,-78.2904,2,NYISO,NY,63060,29,original,32,43.009954,-78.231715,28,0,25,3,2,0,1.5
PV_SUN,Pearl II (29),s458,42.9813,-78.2904,2,NYISO,NY,63405,29,original,32,43.009954,-78.231715,28,0,25,3,2,0,1.5
PV_SUN,Pendleton Solar 1 (15889),s459,43.0972,-78.7538,5,NYISO,NY,65724,15889,original,1702,43.0972,-78.7538,5,180,25,6,0,0,1.2
PV_SUN,Peterboro (CSG) (SC),s460,42.95,-75.52,4,NYISO,NY,67440,SC,iso,53,42.94982585,-75.51932041,2741.1,180,60,5.5,2,0,1.375
PV_SUN,Phillips Route 82 Solar LLC (05658),s461,41.65,-73.75,5,NYISO,NY,66583,5658,original,1716,41.64475,-73.755775,12,,,,,,
